company_name,ticker,country,meeting_date,meeting_id,meeting_type,proposal_number,proposal_text,proponent,management_rec,nbim_vote,position_paper,rationale_text
amazon.com inc,AMZN,United States,2023-05-24 00:00:00,1743460,Annual,16,Commission Third Party Assessment on Company's Commitment to Freedom of Association and Collective Bargaining,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2023-05-24 00:00:00,1743460,Annual,23,Commission Third Party Study and Report on Risks Associated with Use of Rekognition,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2022-05-25 00:00:00,1636981,Annual,8,Report on Efforts to Reduce Plastic Use,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2022-05-25 00:00:00,1636981,Annual,10,Report on Risks Associated with Use of Concealment Clauses,Shareholder,Against,For,,
amazon.com inc,AMZN,United States,2022-05-25 00:00:00,1636981,Annual,12,Publish a Tax Transparency Report,Shareholder,Against,For,,
amazon.com inc,AMZN,United States,2022-05-25 00:00:00,1636981,Annual,13,Report on Protecting the Rights of Freedom of Association and Collective Bargaining,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2022-05-25 00:00:00,1636981,Annual,16,Commission a Third Party Audit on Working Conditions,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2022-05-25 00:00:00,1636981,Annual,19,Commission Third Party Study and Report on Risks Associated with Use of Rekognition,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2021-05-26 00:00:00,1532658,Annual,4,Report on Customers' Use of its Surveillance and Computer Vision Products Capabilities or Cloud Products Contribute to Human Rights Violations,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2021-05-26 00:00:00,1532658,Annual,8,Report on the Impacts of Plastic Packaging,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2021-05-26 00:00:00,1532658,Annual,11,Report on Board Oversight of Risks Related to Anti-Competitive Practices,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2021-05-26 00:00:00,1532658,Annual,14,Report on Potential Human Rights Impacts of Customers' Use of Rekognition,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,5,Report on Management of Food Waste,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,6,Report on Customers' Use of its Surveillance and Computer Vision Products or Cloud-Based Services,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,7,Report on Potential Human Rights Impacts of Customers' Use of Rekognition,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,8,Report on Products Promoting Hate Speech and Sales of Offensive Products,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,9,Require Independent Board Chairman,Shareholder,Against,For,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,14,Reduce Ownership Threshold for Shareholders to Call Special Meeting,Shareholder,Against,For,,"Shareholders should in certain circumstances have the opportunity to raise issues of material importance without having to wait for management to schedule a meeting. All proposals subject to shareholder approval should be presented as individual items, and the vote tally should be published."
amazon.com inc,AMZN,United States,2020-05-27 00:00:00,1421672,Annual,15,Human Rights Risk Assessment,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,1.5,Elect Director John Elkann,Management,For,Withhold,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,3,Approve Omnibus Stock Plan,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,6,Approve Recapitalization Plan for all Stock to Have One-vote per Share,Shareholder,Against,For,Position paper: Multiple share classes,"All shareholders should have the right to vote on fundamental corporate decisions, and voting rights should be proportionate to cash flow rights. Any unequal voting rights should be time-limited and aligned with cash flow rights over time."
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,7,Disclosure of Voting Results Based on Class of Shares,Shareholder,Against,For,,
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,8,Report on Hate Targeting Marginalized Communities,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,9,Report on Child Safety and Harm Reduction,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,10,Report on Combatting Risks of Online Child Exploitation,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2025-05-28 00:00:00,1957711,Annual,14,Report on Data Collection and Advertising Practices,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2024-05-29 00:00:00,1851990,Annual,5,Approve Recapitalization Plan for all Stock to Have One-vote per Share,Shareholder,Against,For,Position paper: Multiple share classes,"All shareholders should have the right to vote on fundamental corporate decisions, and voting rights should be proportionate to cash flow rights. Any unequal voting rights should be time-limited and aligned with cash flow rights over time."
meta platforms inc,META,United States,2024-05-29 00:00:00,1851990,Annual,6,Report on Generative AI Misinformation and Disinformation Risks,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2024-05-29 00:00:00,1851990,Annual,9,Amend Corporate Governance Guidelines,Shareholder,Against,For,,The right to vote on fundamental changes affecting the company is a basic right of shareholders. This includes the right to approve changes to the company’s governing documents.
meta platforms inc,META,United States,2024-05-29 00:00:00,1851990,Annual,10,Report on Human Rights Impact Assessment of Targeted Advertising,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2024-05-29 00:00:00,1851990,Annual,11,Report on Child Safety and Harm Reduction,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2024-05-29 00:00:00,1851990,Annual,14,Report on Framework to Assess Company Lobbying Alignment with Climate Goals,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2023-05-31 00:00:00,1745613,Annual,4,Approve Recapitalization Plan for all Stock to Have One-vote per Share,Shareholder,Against,For,Position paper: Multiple share classes,"All shareholders should have the right to vote on fundamental corporate decisions, and voting rights should be proportionate to cash flow rights. Any unequal voting rights should be time-limited and aligned with cash flow rights over time."
meta platforms inc,META,United States,2023-05-31 00:00:00,1745613,Annual,5,Report on Human Rights Impact Assessment of Targeted Advertising,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2023-05-31 00:00:00,1745613,Annual,6,Report on Lobbying Payments and Policy,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2023-05-31 00:00:00,1745613,Annual,8,Report on Framework to Assess Company Lobbying Alignment with Climate Goals,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2023-05-31 00:00:00,1745613,Annual,11,Report on Child Safety and Harm Reduction,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,4,Approve Recapitalization Plan for all Stock to Have One-vote per Share,Shareholder,Against,For,Position paper: Multiple share classes,"All shareholders should have the right to vote on fundamental corporate decisions, and voting rights should be proportionate to cash flow rights. Any unequal voting rights should be time-limited and aligned with cash flow rights over time."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,5,Require Independent Board Chair,Shareholder,Against,For,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,6,Report on Risks Associated with Use of Concealment Clauses,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,10,Publish Third Party Human Rights Impact Assessment,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,11,Report on Child Sexual Exploitation Online,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,13,Report on Lobbying Payments and Policy,Shareholder,Against,For,Position paper: Corporate sustainability reporting,"The board should account for material sustainability risks facing the company, and the broader environmental and social consequences of its operations and products. Sustainability disclosures should be aligned with applicable global reporting standards and frameworks to support investors in their analysis of risks and opportunities. Where a company’s disclosure does not meet our needs as a financial investor, we will consider supporting a well-founded shareholder proposal calling for reasonable disclosure. We will not support a shareholder proposal that appears to impose a strategy or prescribe detailed methods, unrealistic timeframes or targets for implementation."
meta platforms inc,META,United States,2022-05-25 00:00:00,1634027,Annual,15,Report on Charitable Contributions,Shareholder,Against,For,,
meta platforms inc,META,United States,2021-05-26 00:00:00,1530093,Annual,4,Approve Recapitalization Plan for all Stock to Have One-vote per Share,Shareholder,Against,For,Position paper: Multiple share classes,"All shareholders should have the right to vote on fundamental corporate decisions, and voting rights should be proportionate to cash flow rights. Any unequal voting rights should be time-limited and aligned with cash flow rights over time."
meta platforms inc,META,United States,2021-05-26 00:00:00,1530093,Annual,5,Require Independent Board Chair,Shareholder,Against,For,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
